,album_title,track_number,id,track_title,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
367,Magical Mystery Tour (Remastered),9,1h04XMpzGzmAudoI6VHBgA,Penny Lane - Remastered 2009,spotify:track:1h04XMpzGzmAudoI6VHBgA,0.212,0.6509999999999999,0.488,0.026000000000000002,0.136,-8.22,0.0316,113.038,0.49,67
368,Magical Mystery Tour (Remastered),10,0JBvtprXP2Z0LP3jmzA7Xp,"Baby, You're A Rich Man - Remastered 2009",spotify:track:0JBvtprXP2Z0LP3jmzA7Xp,0.0119,0.619,0.625,1.05e-06,0.152,-9.635,0.036000000000000004,96.751,0.467,59
369,Magical Mystery Tour (Remastered),11,68BTFws92cRztMS1oQ7Ewj,All You Need Is Love - Remastered 2009,spotify:track:68BTFws92cRztMS1oQ7Ewj,0.34600000000000003,0.4,0.48,3.1e-05,0.155,-7.768,0.0295,103.436,0.653,67
370,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),4,3liuLCzIoOhduPXp8kbHHA,Getting Better - Remix,spotify:track:3liuLCzIoOhduPXp8kbHHA,0.0913,0.598,0.551,0.0,0.0958,-6.909,0.0308,121.959,0.8170000000000001,43
371,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),5,5L3ltLBs4BQADp6FgEipr7,Fixing A Hole - Remix,spotify:track:5L3ltLBs4BQADp6FgEipr7,0.503,0.405,0.644,0.0,0.0681,-7.115,0.0495,111.667,0.52,41
372,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),6,3mjQT6aE0mvrffreC9OvWa,She's Leaving Home - Remix,spotify:track:3mjQT6aE0mvrffreC9OvWa,0.879,0.37200000000000005,0.32,0.0,0.10800000000000001,-9.724,0.0315,130.97,0.251,42
373,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),7,3mMv7l7eHDHgpJqJvjXdWx,Being For The Benefit Of Mr. Kite! - Remix,spotify:track:3mMv7l7eHDHgpJqJvjXdWx,0.13,0.24600000000000002,0.743,0.0,0.19,-5.224,0.0526,83.339,0.623,40
374,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),10,3CdDBopz2XipdS5ICzhWHN,Lovely Rita - Remix,spotify:track:3CdDBopz2XipdS5ICzhWHN,0.00624,0.58,0.695,0.0,0.0857,-5.49,0.0252,86.822,0.69,40
375,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),11,4krhZH4q9oZT86bvA4HN6F,Good Morning Good Morning - Remix,spotify:track:4krhZH4q9oZT86bvA4HN6F,0.000312,0.511,0.794,0.0,0.555,-6.876,0.0887,121.51700000000001,0.847,38
376,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),1,1oaFPXlIXMFFgNESnW6JdZ,Sgt. Pepper's Lonely Hearts Club Band - Take 9 And Speech,spotify:track:1oaFPXlIXMFFgNESnW6JdZ,0.256,0.585,0.7,0.0111,0.6679999999999999,-7.966,0.0993,95.695,0.493,36
377,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),2,2gtkJPo38dvr8JqOd1hExc,With A Little Help From My Friends - Take 1 / False Start And Take 2 / Instrumental,spotify:track:2gtkJPo38dvr8JqOd1hExc,0.253,0.912,0.607,0.46399999999999997,0.152,-7.957000000000001,0.122,111.363,0.385,34
378,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),3,3BrTDY7Lpwm7UqC1pdnbaQ,Lucy In The Sky With Diamonds - Take 1,spotify:track:3BrTDY7Lpwm7UqC1pdnbaQ,0.787,0.418,0.36700000000000005,3.45e-05,0.10800000000000001,-12.36,0.0503,97.05799999999999,0.316,35
379,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),4,2FiSf5JfTNvAFUMiiOWUdx,Getting Better - Take 1 / Instrumental And Speech At The End,spotify:track:2FiSf5JfTNvAFUMiiOWUdx,0.41200000000000003,0.7240000000000001,0.456,0.0928,0.198,-10.587,0.0748,127.521,0.32,32
380,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),5,1RFpFW3Nz67JX5Obt7MlLm,Fixing A Hole - Speech And Take 3,spotify:track:1RFpFW3Nz67JX5Obt7MlLm,0.166,0.605,0.546,0.000121,0.0436,-7.176,0.0486,115.28,0.568,31
381,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),6,6FsdVfBnVYANpYBHo7qezC,She's Leaving Home - Take 1 / Instrumental,spotify:track:6FsdVfBnVYANpYBHo7qezC,0.914,0.45,0.12,0.883,0.12300000000000001,-13.069,0.0363,128.506,0.182,31
382,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),7,5Fo2uGHAErsDwiIOo4wcjS,Being For The Benefit Of Mr. Kite! - Take 4,spotify:track:5Fo2uGHAErsDwiIOo4wcjS,0.452,0.5920000000000001,0.387,5.23e-06,0.391,-11.450999999999999,0.0561,111.09700000000001,0.507,30
383,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),8,2EVjL6ljSRdzvHvFgCXS7K,Within You Without You - Take 1 / Indian Instruments,spotify:track:2EVjL6ljSRdzvHvFgCXS7K,0.6759999999999999,0.376,0.391,0.205,0.152,-13.214,0.0398,120.234,0.175,30
384,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),9,5UOd4rjE1TYeEQrQRTQHKv,When I'm Sixty-Four - Take 2,spotify:track:5UOd4rjE1TYeEQrQRTQHKv,0.218,0.815,0.237,0.0,0.0814,-11.932,0.162,132.627,0.426,31
385,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),10,3RHJClIsYoZaUxt6O26GMd,Lovely Rita - Speech And Take 9,spotify:track:3RHJClIsYoZaUxt6O26GMd,0.287,0.47200000000000003,0.711,0.0,0.377,-6.874,0.0561,180.847,0.68,30
386,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),11,73U4muTtJcAhD94lWvD5zG,Good Morning Good Morning - Take 8,spotify:track:73U4muTtJcAhD94lWvD5zG,0.0225,0.752,0.514,0.000174,0.161,-10.523,0.0945,121.741,0.79,29
387,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),12,4IfD31zm39SP4hsDm9LFZ7,Sgt. Pepper's Lonely Hearts Club Band (Reprise) - Speech And Take 8,spotify:track:4IfD31zm39SP4hsDm9LFZ7,0.258,0.797,0.8059999999999999,0.000172,0.132,-7.117000000000001,0.086,119.285,0.762,30
388,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),13,2i9KZZlTOYfX7EtMHtX5NS,A Day In The Life - Take 1 With Hums,spotify:track:2i9KZZlTOYfX7EtMHtX5NS,0.9179999999999999,0.493,0.33,0.000139,0.281,-11.555,0.0384,162.502,0.195,33
389,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),14,1iVxrYU3WOaApanKwWcQqB,Strawberry Fields Forever - Take 7,spotify:track:1iVxrYU3WOaApanKwWcQqB,0.746,0.36,0.428,3.52e-05,0.11599999999999999,-10.374,0.266,179.328,0.35700000000000004,34
390,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),18,57YeN4L1zAYvnIlLwL3hp6,Penny Lane - Stereo Mix 2017,spotify:track:57YeN4L1zAYvnIlLwL3hp6,0.0369,0.624,0.536,0.0028,0.10800000000000001,-7.617000000000001,0.042,112.931,0.6409999999999999,45
391,Sgt. Pepper's Lonely Hearts Club Band (Remastered),1,4fUKE8EULjQdHF4zb0M8FO,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,spotify:track:4fUKE8EULjQdHF4zb0M8FO,0.0857,0.451,0.6729999999999999,0.00225,0.797,-9.115,0.0734,95.51299999999999,0.583,65
392,Sgt. Pepper's Lonely Hearts Club Band (Remastered),2,2RnPATK99oGOZygnD2GTO6,With A Little Help From My Friends - Remastered 2009,spotify:track:2RnPATK99oGOZygnD2GTO6,0.365,0.705,0.515,0.0,0.389,-9.343,0.0337,112.035,0.8029999999999999,66
393,Sgt. Pepper's Lonely Hearts Club Band (Remastered),3,25yQPHgC35WNnnOUqFhgVR,Lucy In The Sky With Diamonds - Remastered 2009,spotify:track:25yQPHgC35WNnnOUqFhgVR,0.0469,0.311,0.325,0.0,0.139,-9.042,0.0283,65.09,0.6679999999999999,69
394,Sgt. Pepper's Lonely Hearts Club Band (Remastered),4,3LtOmWpTXLhilL5odoKysR,Getting Better - Remastered 2009,spotify:track:3LtOmWpTXLhilL5odoKysR,0.313,0.632,0.47100000000000003,5.08e-06,0.0712,-7.8870000000000005,0.0348,121.67200000000001,0.764,59
395,Sgt. Pepper's Lonely Hearts Club Band (Remastered),5,3pKKxkeB1pOUMHwWBmKc3Y,Fixing A Hole - Remastered 2009,spotify:track:3pKKxkeB1pOUMHwWBmKc3Y,0.382,0.469,0.507,0.0,0.0783,-8.917,0.0451,112.984,0.619,59
396,Sgt. Pepper's Lonely Hearts Club Band (Remastered),6,3PjMtNzwhDHqxoKudm6GvF,She's Leaving Home - Remastered 2009,spotify:track:3PjMtNzwhDHqxoKudm6GvF,0.9440000000000001,0.381,0.214,0.0,0.106,-11.629000000000001,0.0337,127.581,0.39299999999999996,63
397,Sgt. Pepper's Lonely Hearts Club Band (Remastered),7,6W35n1UlkvqhfMZstB4BXs,Being For The Benefit Of Mr. Kite! - Remastered 2009,spotify:track:6W35n1UlkvqhfMZstB4BXs,0.33799999999999997,0.526,0.413,0.0,0.0992,-9.865,0.0446,111.874,0.71,53
398,Sgt. Pepper's Lonely Hearts Club Band (Remastered),8,3Umg8CDhO8dOSj7yBTInYb,Within You Without You - Remastered 2009,spotify:track:3Umg8CDhO8dOSj7yBTInYb,0.33899999999999997,0.35200000000000004,0.479,0.00035299999999999996,0.486,-9.965,0.0338,126.166,0.354,59
399,Sgt. Pepper's Lonely Hearts Club Band (Remastered),9,1NrbnHlR2BFREcyWXHIHip,When I'm Sixty Four - Remastered 2009,spotify:track:1NrbnHlR2BFREcyWXHIHip,0.625,0.7040000000000001,0.24100000000000002,2.8000000000000003e-05,0.0868,-13.258,0.0476,140.411,0.6609999999999999,64
400,Sgt. Pepper's Lonely Hearts Club Band (Remastered),10,6h9W5FxX4E9lUFsyq8j1AD,Lovely Rita - Remastered 2009,spotify:track:6h9W5FxX4E9lUFsyq8j1AD,0.0634,0.61,0.47100000000000003,0.0,0.11800000000000001,-9.151,0.0261,87.37899999999999,0.63,55
401,Sgt. Pepper's Lonely Hearts Club Band (Remastered),11,0xIuNHHcKI1JDuBPlSwzb1,Good Morning Good Morning - Remastered 2009,spotify:track:0xIuNHHcKI1JDuBPlSwzb1,0.0858,0.542,0.618,0.0,0.772,-8.876,0.139,121.84899999999999,0.93,51
402,Sgt. Pepper's Lonely Hearts Club Band (Remastered),12,42ocGQCOT0xYtV3f5kJDsD,Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,spotify:track:42ocGQCOT0xYtV3f5kJDsD,0.0061,0.653,0.889,0.589,0.892,-8.006,0.0453,118.773,0.879,52
403,Sgt. Pepper's Lonely Hearts Club Band (Remastered),13,0hKRSZhUGEhKU6aNSPBACZ,A Day In The Life - Remastered 2009,spotify:track:0hKRSZhUGEhKU6aNSPBACZ,0.29,0.364,0.457,0.000106,0.922,-14.162,0.0675,163.219,0.175,67
404,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1,6JkioJZkImC4GRzgw5MGMO,Sgt. Pepper's Lonely Hearts Club Band - Remix,spotify:track:6JkioJZkImC4GRzgw5MGMO,0.0308,0.36,0.858,0.0115,0.845,-6.353,0.106,95.302,0.522,49
405,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),2,08XKCwMrwEAyyfTCTGkkhg,With A Little Help From My Friends - Remix,spotify:track:08XKCwMrwEAyyfTCTGkkhg,0.122,0.6729999999999999,0.639,0.0,0.22,-6.672999999999999,0.0274,112.311,0.75,47
406,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),3,2iIRl5jf9beA2ExZWzn2nt,Lucy In The Sky With Diamonds - Remix,spotify:track:2iIRl5jf9beA2ExZWzn2nt,0.10099999999999999,0.331,0.521,0.0,0.154,-6.221,0.0379,132.537,0.43200000000000005,48
407,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),8,0kEDYd5bgOdo2yjTaXGMi4,Within You Without You - Remix,spotify:track:0kEDYd5bgOdo2yjTaXGMi4,0.35700000000000004,0.29100000000000004,0.551,6.159999999999999e-05,0.239,-8.17,0.0345,125.07,0.373,44
408,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),9,0AvygKcKeMyZlFmDzbqcYK,When I'm Sixty-Four - Remix,spotify:track:0AvygKcKeMyZlFmDzbqcYK,0.508,0.696,0.308,0.0,0.142,-8.956,0.0557,138.425,0.564,42
409,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),12,0SH68QO8BDQpxezIZE91Ba,Sgt. Pepper's Lonely Hearts Club Band (Reprise) - Remix,spotify:track:0SH68QO8BDQpxezIZE91Ba,0.00024900000000000004,0.5760000000000001,0.951,0.214,0.446,-5.03,0.0521,118.76899999999999,0.789,40
410,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),13,18qhv7DD1sEpgWffovGnhn,A Day In The Life - Remix,spotify:track:18qhv7DD1sEpgWffovGnhn,0.268,0.377,0.45299999999999996,0.00014099999999999998,0.9009999999999999,-10.455,0.0462,79.935,0.121,50
411,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1,5jPBdSu6u9ZDpKFVseumIv,Strawberry Fields Forever - Take 1,spotify:track:5jPBdSu6u9ZDpKFVseumIv,0.8290000000000001,0.623,0.132,8.740000000000001e-05,0.193,-11.084000000000001,0.0377,96.26100000000001,0.18100000000000002,36
412,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),2,4FgtZpOWK3f03CZrKfUPNa,Strawberry Fields Forever - Take 4,spotify:track:4FgtZpOWK3f03CZrKfUPNa,0.696,0.527,0.33899999999999997,4.48e-06,0.139,-12.165999999999999,0.054000000000000006,90.75399999999999,0.314,33
413,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,7FtyTMUpyHr8sur6DLiTHD,Strawberry Fields Forever - Take 26,spotify:track:7FtyTMUpyHr8sur6DLiTHD,0.21899999999999997,0.44799999999999995,0.855,0.000455,0.34,-6.197,0.184,110.792,0.342,32
414,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),5,3Pqf09cdDlOYDNkrbw5l0p,Strawberry Fields Forever - Stereo Mix 2015,spotify:track:3Pqf09cdDlOYDNkrbw5l0p,0.385,0.413,0.722,0.000335,0.0994,-6.54,0.273,97.965,0.228,38
415,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),7,2ac3duEVpfrlgx4FGoPvxA,Penny Lane - Take 6 / Instrumental,spotify:track:2ac3duEVpfrlgx4FGoPvxA,0.667,0.9009999999999999,0.5479999999999999,0.8370000000000001,0.161,-6.808,0.0996,120.775,0.135,30
416,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),8,5H7u0LYDbDeYFp9ZAAP8Di,Penny Lane - Vocal Overdubs And Speech,spotify:track:5H7u0LYDbDeYFp9ZAAP8Di,0.7,0.879,0.14300000000000002,0.0018399999999999998,0.452,-19.917,0.261,113.26700000000001,0.39299999999999996,27
417,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),10,3FplMj2gYs4cymgvLvl8sO,A Day In The Life - Take 1,spotify:track:3FplMj2gYs4cymgvLvl8sO,0.922,0.508,0.311,8.740000000000001e-05,0.125,-12.204,0.0403,84.655,0.2,29
418,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),11,2n0qkPLHOssnZb1pB19puZ,A Day In The Life - Take 2,spotify:track:2n0qkPLHOssnZb1pB19puZ,0.905,0.5,0.205,6.720000000000001e-05,0.345,-16.155,0.0437,76.521,0.171,28
419,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),12,2cExd4UpGdZCqwmXRelHYE,A Day In The Life - Orchestra Overdub,spotify:track:2cExd4UpGdZCqwmXRelHYE,0.8190000000000001,0.243,0.57,0.659,0.297,-16.492,0.042,83.105,0.184,26
420,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),13,6fUmTfvtgTFJMIMpVz6sDg,"A Day In The Life - Hummed Last Chord / Takes 8, 9, 10 And 11",spotify:track:6fUmTfvtgTFJMIMpVz6sDg,0.8690000000000001,0.423,0.226,0.0,0.358,-23.109,0.516,152.329,0.325,26
421,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),14,7G56y9gzIayhvmTqdlThXz,A Day In The Life - The Last Chord,spotify:track:7G56y9gzIayhvmTqdlThXz,0.9109999999999999,0.43799999999999994,0.0124,6.709999999999999e-05,0.11,-23.34,0.0516,71.937,0.13699999999999998,26
422,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),15,4J60mvnuHBQYd4fqpLbPnV,Sgt. Pepper's Lonely Hearts Club Band - Take 1 / Instrumental,spotify:track:4J60mvnuHBQYd4fqpLbPnV,0.7170000000000001,0.695,0.747,0.465,0.0963,-9.061,0.0547,97.846,0.141,26
423,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),17,5ZUnnke4Zv4oEG9XJicUVM,Good Morning Good Morning - Take 1 / Instrumental Breakdown,spotify:track:5ZUnnke4Zv4oEG9XJicUVM,0.0275,0.762,0.5820000000000001,0.301,0.17600000000000002,-12.905,0.0847,122.98,0.0765,25
424,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1,3zguk1999hbwYTMDpsVYoo,Fixing A Hole - Take 1,spotify:track:3zguk1999hbwYTMDpsVYoo,0.177,0.5720000000000001,0.409,2.8699999999999996e-05,0.0721,-12.432,0.048,114.662,0.632,25
425,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),3,01zDLN3daHhDgsJhqY9QRn,Being For The Benefit Of Mr. Kite! - Speech From Before Take 1 / Take 4 And Speech At End,spotify:track:01zDLN3daHhDgsJhqY9QRn,0.495,0.602,0.302,6.1e-06,0.233,-14.663,0.0606,111.935,0.527,27
426,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,2yw3UbhfFiopZBlECEOO05,Being For The Benefit Of Mr. Kite! - Take 7,spotify:track:2yw3UbhfFiopZBlECEOO05,0.606,0.6,0.326,0.0,0.185,-14.385,0.10099999999999999,112.449,0.574,24
427,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),6,3sVmaIGrxKARMwVPSVh2QM,Lucy In The Sky With Diamonds - Take 1 And Speech At The End,spotify:track:3sVmaIGrxKARMwVPSVh2QM,0.7240000000000001,0.46,0.297,3.96e-05,0.0799,-13.927,0.0485,134.224,0.337,26
428,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),7,0vEEJGrKJLleW4cziz2C6s,"Lucy In The Sky With Diamonds - Speech, False Start And Take 5",spotify:track:0vEEJGrKJLleW4cziz2C6s,0.723,0.475,0.384,6.88e-06,0.158,-13.292,0.11900000000000001,132.659,0.401,25
429,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),9,486fJnwIZMzMLLd2fYqlLU,Getting Better - Take 12,spotify:track:486fJnwIZMzMLLd2fYqlLU,0.124,0.769,0.488,0.00063,0.0715,-7.582000000000001,0.0438,122.26799999999999,0.705,24
430,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),11,1cUJR1XBKqBUKCsc9J1DRH,Within You Without You - George Coaching The Musicians,spotify:track:1cUJR1XBKqBUKCsc9J1DRH,0.828,0.36,0.313,2.61e-05,0.155,-13.814,0.0401,119.292,0.315,23
431,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),13,2rMTGwQjnOcK6T0yBCDmvb,She's Leaving Home - Take 6 / Instrumental,spotify:track:2rMTGwQjnOcK6T0yBCDmvb,0.9279999999999999,0.47,0.0693,0.6809999999999999,0.146,-15.798,0.038,129.005,0.285,24
432,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,1GqRv17EiYH30nM3MYE2h5,Getting Better,spotify:track:1GqRv17EiYH30nM3MYE2h5,0.131,0.59,0.444,5.0600000000000003e-05,0.13,-11.472000000000001,0.0394,121.904,0.718,44
433,Revolver (Remastered),1,4BRkPBUxOYffM2QXVlq7aC,Taxman - Remastered 2009,spotify:track:4BRkPBUxOYffM2QXVlq7aC,0.0101,0.469,0.596,0.0,0.321,-8.347999999999999,0.0749,133.586,0.7829999999999999,61
434,Revolver (Remastered),2,5GjPQ0eI7AgmOnADn1EO6Q,Eleanor Rigby - Remastered 2009,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,0.9359999999999999,0.581,0.28,1.56e-05,0.305,-9.091000000000001,0.0381,137.83100000000002,0.813,70
435,Revolver (Remastered),3,2ylCrFiBu98SC0vFfaCent,I'm Only Sleeping - Remastered 2009,spotify:track:2ylCrFiBu98SC0vFfaCent,0.21,0.494,0.47,0.0,0.28,-9.599,0.0301,103.477,0.698,62
436,Revolver (Remastered),4,4RdJFhfLQcezwN5LsXl4qP,Love You To - Remastered 2009,spotify:track:4RdJFhfLQcezwN5LsXl4qP,0.7,0.391,0.593,0.00024900000000000004,0.0829,-8.999,0.0413,123.986,0.7070000000000001,54
437,Revolver (Remastered),5,2B4Y9u4ERAFiMo13XPJyGP,"Here, There And Everywhere - Remastered 2009",spotify:track:2B4Y9u4ERAFiMo13XPJyGP,0.9209999999999999,0.29,0.247,0.00565,0.0917,-12.125,0.0383,165.361,0.36,61
438,Revolver (Remastered),6,50xwQXPtfNZFKFeZ0XePWc,Yellow Submarine - Remastered 2009,spotify:track:50xwQXPtfNZFKFeZ0XePWc,0.531,0.604,0.5489999999999999,0.0,0.43799999999999994,-9.873,0.0389,111.398,0.696,66
439,Revolver (Remastered),7,3VSuWxZM6x6V3ig5nYtikL,She Said She Said - Remastered 2009,spotify:track:3VSuWxZM6x6V3ig5nYtikL,0.10300000000000001,0.32899999999999996,0.6779999999999999,0.168,0.843,-7.877999999999999,0.0344,106.476,0.672,56
440,Revolver (Remastered),8,7HTH1ppjkkOe7RLoBDKXYJ,Good Day Sunshine - Remastered 2009,spotify:track:7HTH1ppjkkOe7RLoBDKXYJ,0.7190000000000001,0.77,0.496,0.0,0.12300000000000001,-8.45,0.0468,117.331,0.5710000000000001,60
441,Revolver (Remastered),9,4KRgqwb4kvBuTz1utbYxfb,And Your Bird Can Sing - Remastered 2009,spotify:track:4KRgqwb4kvBuTz1utbYxfb,0.0067,0.555,0.65,0.0491,0.23600000000000002,-6.936,0.0282,132.59,0.966,60
442,Revolver (Remastered),10,1kDkaFlmkdEZiVUogaP9OZ,For No One - Remastered 2009,spotify:track:1kDkaFlmkdEZiVUogaP9OZ,0.7829999999999999,0.483,0.35100000000000003,0.0,0.115,-10.487,0.0278,81.208,0.713,63
443,Revolver (Remastered),11,1ob06Ol8FMIPQgjpg7bMyk,Doctor Robert - Remastered 2009,spotify:track:1ob06Ol8FMIPQgjpg7bMyk,0.16399999999999998,0.39399999999999996,0.64,0.139,0.153,-8.992,0.0488,164.62599999999998,0.574,52
444,Revolver (Remastered),12,7orb0y6ySGdsYZywMoQtsD,I Want To Tell You - Remastered 2009,spotify:track:7orb0y6ySGdsYZywMoQtsD,0.182,0.493,0.525,4.4e-06,0.14800000000000002,-9.289,0.0315,127.492,0.449,52
445,Revolver (Remastered),13,3tGhRLgcCP6SIZU3tbGl7l,Got To Get You Into My Life - Remastered 2009,spotify:track:3tGhRLgcCP6SIZU3tbGl7l,0.42,0.521,0.524,9.27e-06,0.0838,-6.136,0.0302,136.679,0.711,62
446,Revolver (Remastered),14,00oZhqZIQfL9P5CjOP6JsO,Tomorrow Never Knows - Remastered 2009,spotify:track:00oZhqZIQfL9P5CjOP6JsO,8.4e-05,0.38,0.8290000000000001,0.0020800000000000003,0.342,-6.105,0.0405,125.887,0.0534,58
447,Rubber Soul (Remastered),1,06ypiqmILMdVeaiErMFA91,Drive My Car - Remastered 2009,spotify:track:06ypiqmILMdVeaiErMFA91,0.0173,0.754,0.5710000000000001,0.0,0.3,-8.547,0.0421,122.463,0.82,65
448,Rubber Soul (Remastered),2,1H7gMYGykdtwZOV6s1N0by,Norwegian Wood (This Bird Has Flown) - Remastered 2009,spotify:track:1H7gMYGykdtwZOV6s1N0by,0.183,0.425,0.369,0.00126,0.11199999999999999,-11.876,0.0379,176.625,0.65,68
449,Rubber Soul (Remastered),3,4LLBKnNCrSRrSjSTuiwjE9,You Won't See Me - Remastered 2009,spotify:track:4LLBKnNCrSRrSjSTuiwjE9,0.136,0.488,0.539,0.0,0.0538,-8.752,0.0304,115.941,0.473,60
450,Rubber Soul (Remastered),4,5SUlhldQJtOhUr2GzH5RI7,Nowhere Man - Remastered 2009,spotify:track:5SUlhldQJtOhUr2GzH5RI7,0.00797,0.534,0.624,0.0,0.128,-9.589,0.0462,121.402,0.687,64
451,Rubber Soul (Remastered),5,64bKVrkaXQAKx04dLHqCNz,Think For Yourself - Remastered 2009,spotify:track:64bKVrkaXQAKx04dLHqCNz,0.0124,0.529,0.5670000000000001,0.0,0.0729,-9.796,0.0282,130.54399999999998,0.799,53
452,Rubber Soul (Remastered),6,4GBaPHvAyj4V2jeobD9tsy,The Word - Remastered 2009,spotify:track:4GBaPHvAyj4V2jeobD9tsy,0.0068200000000000005,0.59,0.6409999999999999,0.0,0.0553,-9.687000000000001,0.0416,120.773,0.792,53
453,Rubber Soul (Remastered),7,5By7Pzgl6TMuVJG168VWzS,Michelle - Remastered 2009,spotify:track:5By7Pzgl6TMuVJG168VWzS,0.652,0.578,0.29,0.0,0.105,-12.501,0.0341,117.40299999999999,0.6659999999999999,67
454,Rubber Soul (Remastered),8,19QXdPRZFHI5kNK3tN8Mh7,What Goes On - Remastered 2009,spotify:track:19QXdPRZFHI5kNK3tN8Mh7,0.0168,0.67,0.7759999999999999,3.01e-06,0.0732,-10.035,0.0749,96.93,0.765,52
455,Rubber Soul (Remastered),9,6tQvjqDIK9GXWIC6mejms8,Girl - Remastered 2009,spotify:track:6tQvjqDIK9GXWIC6mejms8,0.5870000000000001,0.6990000000000001,0.294,0.0,0.11699999999999999,-13.205,0.0294,96.615,0.893,63
456,Rubber Soul (Remastered),10,5E3BVY66TEDexFutOO5GeS,I'm Looking Through You - Remastered 2009,spotify:track:5E3BVY66TEDexFutOO5GeS,0.00772,0.667,0.498,0.0,0.0481,-11.027000000000001,0.0364,85.84299999999999,0.774,61
457,Rubber Soul (Remastered),11,3KfbEIOC7YIv90FIfNSZpo,In My Life - Remastered 2009,spotify:track:3KfbEIOC7YIv90FIfNSZpo,0.449,0.688,0.435,0.0,0.113,-11.359000000000002,0.0323,103.23899999999999,0.435,74
458,Rubber Soul (Remastered),12,0CGbof9amBnsNlRhZ8IY2H,Wait - Remastered 2009,spotify:track:0CGbof9amBnsNlRhZ8IY2H,0.0175,0.552,0.48700000000000004,0.0,0.105,-10.574000000000002,0.04,127.20100000000001,0.657,52
459,Rubber Soul (Remastered),13,7C6hdDIz90Uf5YmdZnYbJJ,If I Needed Someone - Remastered 2009,spotify:track:7C6hdDIz90Uf5YmdZnYbJJ,0.00748,0.49200000000000005,0.755,0.0,0.102,-9.273,0.0331,127.387,0.7959999999999999,53
460,Rubber Soul (Remastered),14,4gUYV3ktbaOeAK5KrXMWV5,Run For Your Life - Remastered 2009,spotify:track:4gUYV3ktbaOeAK5KrXMWV5,0.0103,0.563,0.705,0.0,0.0552,-9.232000000000001,0.10300000000000001,176.732,0.8220000000000001,59
